Image,Label
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00985.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00986.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00987.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00988.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00989.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00990.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00991.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00992.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00993.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00994.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00995.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00996.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00997.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00998.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\00999.png,Red Sea Bream
..\data\Fish_Dataset\Red Sea Bream\Red Sea Bream\01000.png,Red Sea Bream
..\data\Fish_Dataset\Sea Bass\Sea Bass\00001.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00002.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00003.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00004.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00005.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00006.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00007.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00008.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00009.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00010.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00011.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00012.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00013.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00014.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00015.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00016.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00017.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00018.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00019.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00020.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00021.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00022.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00023.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00024.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00025.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00026.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00027.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00028.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00029.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00030.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00031.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00032.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00033.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00034.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00035.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00036.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00037.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00038.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00039.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00040.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00041.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00042.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00043.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00044.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00045.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00046.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00047.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00048.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00049.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00050.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00051.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00052.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00053.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00054.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00055.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00056.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00057.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00058.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00059.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00060.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00061.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00062.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00063.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00064.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00065.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00066.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00067.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00068.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00069.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00070.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00071.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00072.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00073.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00074.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00075.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00076.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00077.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00078.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00079.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00080.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00081.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00082.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00083.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00084.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00085.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00086.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00087.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00088.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00089.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00090.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00091.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00092.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00093.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00094.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00095.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00096.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00097.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00098.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00099.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00100.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00101.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00102.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00103.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00104.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00105.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00106.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00107.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00108.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00109.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00110.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00111.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00112.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00113.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00114.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00115.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00116.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00117.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00118.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00119.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00120.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00121.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00122.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00123.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00124.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00125.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00126.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00127.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00128.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00129.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00130.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00131.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00132.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00133.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00134.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00135.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00136.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00137.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00138.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00139.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00140.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00141.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00142.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00143.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00144.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00145.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00146.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00147.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00148.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00149.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00150.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00151.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00152.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00153.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00154.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00155.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00156.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00157.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00158.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00159.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00160.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00161.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00162.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00163.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00164.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00165.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00166.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00167.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00168.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00169.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00170.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00171.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00172.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00173.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00174.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00175.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00176.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00177.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00178.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00179.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00180.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00181.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00182.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00183.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00184.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00185.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00186.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00187.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00188.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00189.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00190.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00191.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00192.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00193.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00194.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00195.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00196.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00197.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00198.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00199.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00200.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00201.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00202.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00203.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00204.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00205.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00206.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00207.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00208.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00209.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00210.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00211.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00212.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00213.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00214.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00215.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00216.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00217.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00218.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00219.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00220.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00221.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00222.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00223.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00224.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00225.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00226.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00227.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00228.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00229.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00230.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00231.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00232.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00233.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00234.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00235.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00236.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00237.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00238.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00239.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00240.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00241.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00242.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00243.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00244.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00245.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00246.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00247.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00248.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00249.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00250.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00251.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00252.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00253.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00254.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00255.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00256.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00257.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00258.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00259.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00260.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00261.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00262.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00263.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00264.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00265.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00266.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00267.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00268.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00269.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00270.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00271.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00272.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00273.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00274.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00275.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00276.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00277.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00278.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00279.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00280.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00281.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00282.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00283.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00284.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00285.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00286.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00287.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00288.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00289.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00290.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00291.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00292.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00293.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00294.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00295.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00296.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00297.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00298.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00299.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00300.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00301.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00302.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00303.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00304.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00305.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00306.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00307.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00308.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00309.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00310.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00311.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00312.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00313.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00314.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00315.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00316.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00317.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00318.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00319.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00320.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00321.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00322.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00323.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00324.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00325.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00326.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00327.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00328.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00329.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00330.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00331.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00332.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00333.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00334.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00335.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00336.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00337.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00338.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00339.png,Sea Bass
..\data\Fish_Dataset\Sea Bass\Sea Bass\00340.png,Sea Bass
